id	ndex	species	type1	type2	ability1	ability2	abilityH	hp	attack	defense	spattack	spdefense	speed	total	weight	height	dex1	dex2	class	percent-male	percent-female	pre-evolution	egg-group1	egg-group2
520	520	Tranquill	Normal	Flying	Big Pecks	Super Luck	Rivalry	62	77	62	50	42	65	358	33.1	24			Wild Pigeon Pokemon	0.5	0.5	Pidove	Flying	
521	521	Unfezant	Normal	Flying	Big Pecks	Super Luck	Rivalry	80	115	80	65	55	93	488	63.9	47			Proud Pokemon	0.5	0.5	Tranquill	Flying	
522	522	Blitzle	Electric		Lightning Rod	Motor Drive	Sap Sipper	45	60	32	50	32	76	295	65.7	31			Electrified Pokemon	0.5	0.5		Field	
523	523	Zebstrika	Electric		Lightning Rod	Motor Drive	Sap Sipper	75	100	63	80	63	116	497	175.3	63			Thunderbolt Pokemon	0.5	0.5	Blitzle	Field	
524	524	Roggenrola	Rock		Sturdy	Weak Armor	Sand Force	55	75	85	25	25	15	280	39.7	16	'Born deep within the ground, it compares itself with similar species, such as Geodude and Carbink, to settle which has the hardest body.'	'The hexagonal cavity is its ear. It walks in the direction of sounds it hears, but if the sounds cease, it panics and topples over.'	Mantle Pokemon	0.5	0.5		Mineral	
525	525	Boldore	Rock		Sturdy	Weak Armor	Sand Force	70	105	105	50	40	20	390	224.9	35	Its orange crystal is a mass of energy. Just one crystal fragment would provide enough fuel for a hundred dump trucks.	'It explores caves in search of underground water. It's not comfortable around water, so this Pokemon takes great care in lapping it up.'	Ore Pokemon	0.5	0.5	Roggenrola	Mineral	
526	526	Gigalith	Rock		Sturdy	Sand Stream	Sand Force	85	135	130	60	80	25	515	573.2	67	'The blasts of energy it makes from sunbeams have terrifying power. However, it's not able to fire its blasts at night or on rainy days.'	'Known for its hefty horsepower, this Pokemon is a popular partner for construction workers.'	Compressed Pokemon	0.5	0.5	Boldore	Mineral	
527	527	Woobat	Psychic	Flying	Unaware	Klutz	Simple	65	45	43	55	43	72	323	4.6	16			Bat Pokemon	0.5	0.5		Field	Flying
528	528	Swoobat	Psychic	Flying	Unaware	Klutz	Simple	67	57	55	77	55	114	425	23.1	35			Courting Pokemon	0.5	0.5	Woobat	Field	Flying
529	529	Drilbur	Ground		Sand Rush	Sand Force	Mold Breaker	60	85	40	30	45	68	328	18.7	12			Mole Pokemon	0.5	0.5		Field	
530	530	Excadrill	Ground	Steel	Sand Rush	Sand Force	Mold Breaker	110	135	60	50	65	88	508	89.1	28			Subterrene Pokemon	0.5	0.5	Drilbur	Field	
531	531	Audino	Normal		Healer	Regenerator	Klutz	103	60	86	60	86	50	445	68.3	43			Hearing Pokemon	0.5	0.5		Fairy	
532	532	Timburr	Fighting		Guts	Sheer Force	Iron Fist	75	80	55	25	35	35	305	27.6	24			Muscular Pokemon	0.75	0.25		Human-Like	
533	533	Gurdurr	Fighting		Guts	Sheer Force	Iron Fist	85	105	85	40	50	40	405	88.2	47			Muscular Pokemon	0.75	0.25	Timburr	Human-Like	
534	534	Conkeldurr	Fighting		Guts	Sheer Force	Iron Fist	105	140	95	55	65	45	505	191.8	55			Muscular Pokemon	0.75	0.25	Gurdurr	Human-Like	
535	535	Tympole	Water		Swift Swim	Hydration	Water Absorb	50	50	40	50	40	64	294	9.9	20			Tadpole Pokemon	0.5	0.5		Water 1	
536	536	Palpitoad	Water	Ground	Swift Swim	Hydration	Water Absorb	75	65	55	65	55	69	384	37.5	31			Vibration Pokemon	0.5	0.5	Tympole	Water 1	
537	537	Seismitoad	Water	Ground	Swift Swim	Poison Touch	Water Absorb	105	95	75	85	75	74	509	136.7	59			Vibration Pokemon	0.5	0.5	Palpitoad	Water 1	
538	538	Throh	Fighting		Guts	Inner Focus	Mold Breaker	120	100	85	30	85	45	465	122.4	51			Judo Pokemon	1	0		Human-Like	
539	539	Sawk	Fighting		Sturdy	Inner Focus	Mold Breaker	75	125	75	30	75	85	465	112.4	55			Karate Pokemon	1	0		Human-Like	
540	540	Sewaddle	Bug	Grass	Swarm	Chlorophyll	Overcoat	45	53	70	40	60	42	310	5.5	12			Sewing Pokemon	0.5	0.5		Bug	
541	541	Swadloon	Bug	Grass	Leaf Guard	Chlorophyll	Overcoat	55	63	90	50	80	42	380	16.1	20			Leaf-Wrapped Pokemon	0.5	0.5	Sewaddle	Bug	
542	542	Leavanny	Bug	Grass	Swarm	Chlorophyll	Overcoat	75	103	80	70	80	92	500	45.2	47			Nurturing Pokemon	0.5	0.5	Swadloon	Bug	
543	543	Venipede	Bug	Poison	Poison Point	Swarm	Speed Boost	30	45	59	30	39	57	260	11.7	16			Centipede Pokemon	0.5	0.5		Bug	
544	544	Whirlipede	Bug	Poison	Poison Point	Swarm	Speed Boost	40	55	99	40	79	47	360	129	47			Curlipede Pokemon	0.5	0.5	Venipede	Bug	
545	545	Scolipede	Bug	Poison	Poison Point	Swarm	Speed Boost	60	100	89	55	69	112	485	442	98			Megapede Pokemon	0.5	0.5	Whirlipede	Bug	
546	546	Cottonee	Grass	Fairy	Prankster	Infiltrator	Chlorophyll	40	27	60	37	50	66	280	1.3	12	'When it finds others of its kind, they all stick together. When enough of them have collected, the mass resembles a cumulonimbus cloud.'	'Pillows and beds stuffed with cotton exhaled by Cottonee are soft and puffy, light and airy— altogether top quality.'	Cotton Puff Pokemon	0.5	0.5		Grass	Fairy
547	547	Whimsicott	Grass	Fairy	Prankster	Infiltrator	Chlorophyll	60	67	85	77	75	116	480	14.6	28	'It rides on the wind and slips into people's homes. After it has turned a room into a cotton- filled mess, it giggles to itself and takes off.'	'This Pokemon appears, riding upon the wind. But if the wind gusts up, it'll blow the cotton on this Pokemon's head clean off.'	Windveiled Pokemon	0.5	0.5	Cottonee	Grass	Fairy
548	548	Petilil	Grass		Chlorophyll	Own Tempo	Leaf Guard	45	35	50	70	50	30	280	14.6	20	'Although the leaves on its head are bitter enough to cause dizziness, they provide relief from weariness—even more so when boiled.'	'By pruning the leaves on its head with regularity, this Pokemon can be grown into a fine plump shape.'	Bulb Pokemon	0	1		Grass	
549	549	Lilligant	Grass		Chlorophyll	Own Tempo	Leaf Guard	70	60	75	110	75	90	480	35.9	43	'No matter how much time and money is spent raising it, its flowers are the most beautiful when they bloom in the wild.'	'As soon as it finds a male to be its partner, the beautiful flower on its head darkens, droops, and withers away.'	Flowering Pokemon	0	1	Petilil	Grass	
550	550	Basculin	Water		Reckless	Adaptability	Mold Breaker	70	92	65	80	55	98	460	39.7	39			Hostile Pokemon	0.5	0.5		Water 2	
551	551	Sandile	Ground	Dark	Intimidate	Moxie	Anger Point	50	72	35	35	35	65	292	33.5	28	It submerges itself in sand and moves as if swimming. This wise behavior keeps its enemies from finding it and maintains its temperature.	It conceals itself in the sand and chomps down on the legs of any prey that unwarily walk over it. Its favorite food is Trapinch.	Desert Croc Pokemon	0.5	0.5		Field	
552	552	Krokorok	Ground	Dark	Intimidate	Moxie	Anger Point	60	82	45	45	45	74	351	73.6	39	'They move in groups of a few individuals. A female is often the leader of the group, and the males will gather food.'	'Thanks to the special membrane covering its eyes, it can see its surroundings clearly, even in the middle of the night.'	Desert Croc Pokemon	0.5	0.5	Sandile	Field	
553	553	Krookodile	Ground	Dark	Intimidate	Moxie	Anger Point	95	117	80	65	70	92	519	212.3	59	'Its unique faculty of sight can detect small prey more than 30 miles away, even in the midst of a sandstorm.'	'After clamping down with its powerful jaws, it twists its body around to rip its prey in half.'	Intimidation Pokemon	0.5	0.5	Krokorok	Field	
554	554	Darumaka	Fire		Hustle		Inner Focus	70	90	45	15	45	50	315	82.7	24			Zen Charm Pokemon	0.5	0.5		Field	
555	555	Darmanitan	Fire		Sheer Force		Zen Mode	105	140	55	30	55	95	480	204.8	51			Blazing Pokemon	0.5	0.5	Darumaka	Field	
556	556	Maractus	Grass		Water Absorb	Chlorophyll	Storm Drain	75	86	67	106	67	60	461	61.7	39			Cactus Pokemon	0.5	0.5		Grass	
557	557	Dwebble	Bug	Rock	Sturdy	Shell Armor	Weak Armor	50	65	85	35	35	55	325	32	12			Rock Inn Pokemon	0.5	0.5		Bug	Mineral
558	558	Crustle	Bug	Rock	Sturdy	Shell Armor	Weak Armor	70	105	125	65	75	45	485	440.9	55			Stone Home Pokemon	0.5	0.5	Dwebble	Bug	Mineral
559	559	Scraggy	Dark	Fighting	Shed Skin	Moxie	Intimidate	50	75	70	35	70	48	348	26	24			Shedding Pokemon	0.5	0.5		Field	Dragon
560	560	Scrafty	Dark	Fighting	Shed Skin	Moxie	Intimidate	65	90	115	45	115	58	488	66.1	43			Hoodlum Pokemon	0.5	0.5	Scraggy	Field	Dragon
561	561	Sigilyph	Psychic	Flying	Wonder Skin	Magic Guard	Tinted Lens	72	58	80	103	80	97	490	30.9	55			Avianoid Pokemon	0.5	0.5		Flying	
562	562	Yamask	Ghost		Mummy			38	30	85	55	65	30	303	3.3	20			Spirit Pokemon	0.5	0.5		Mineral	Amorphous
563	563	Cofagrigus	Ghost		Mummy			58	50	145	95	105	30	483	168.7	67			Coffin Pokemon	0.5	0.5	Yamask	Mineral	Amorphous
564	564	Tirtouga	Water	Rock	Solid Rock	Sturdy	Swift Swim	54	78	103	53	45	22	355	36.4	28	'Based on studies of its skeletal structure, it can apparently dive to ocean depths of over half a mile.'	'Reputed to be the ancestor of most turtle Pokemon, it lived in warm seas approximately a hundred million years ago.'	Prototurtle Pokemon	0.875	0.125		Water 1	Water 3
565	565	Carracosta	Water	Rock	Solid Rock	Sturdy	Swift Swim	74	108	133	83	65	32	495	178.6	47	It constructed its sturdy shell by crunching and swallowing the hard shells or bones of its prey.	'Active both on land and in the sea, this Pokemon drags its land-based prey into the water to finish it off.'	Prototurtle Pokemon	0.875	0.125	Tirtouga	Water 1	Water 3
566	566	Archen	Rock	Flying	Defeatist			55	112	45	74	45	70	401	20.9	20	It is the ancestor of all bird Pokemon. Archen itself could not actually fly but moved by hopping from treetop to treetop.	'To all appearances flightless, it was able to glide down from tall treetops to snag its prey.'	First Bird Pokemon	0.875	0.125		Flying	Water 3
567	567	Archeops	Rock	Flying	Defeatist			75	140	65	112	65	110	567	70.5	55	'Although apparently able to fly, they tended to run along the ground, averaging speeds of roughly 25 mph.'	'They hunted in flocks. When one Archeops had the prey cornered, another would swoop on it.'	First Bird Pokemon	0.875	0.125	Archen	Flying	Water 3
568	568	Trubbish	Poison		Stench	Sticky Hold	Aftermath	50	50	62	40	62	65	329	68.3	24	'Unsanitary places are what they like best. They can be spotted in Alola, often with Grimer in hot pursuit.'	It gorges on trash until its stomach is full. Then it belches toxic gas. An unlucky whiff of gas will put a person in the hospital.	Trash Bag Pokemon	0.5	0.5		Mineral	
569	569	Garbodor	Poison		Stench	Weak Armor	Aftermath	80	95	82	60	82	75	474	236.6	75	'Beware the poisonous liquid it shoots from its right arm. If even a little of it gets on you, you'll experience the effects of the unidentified toxin.'	'For a time, their numbers increased explosively in Alola. Since the arrival of Grimer, their population has decreased dramatically.'	Trash Heap Pokemon	0.5	0.5	Trubbish	Mineral	
570	570	Zorua	Dark		Illusion			40	65	40	80	40	65	330	27.6	28			Tricky Fox Pokemon	0.875	0.125		Field	
571	571	Zoroark	Dark		Illusion			60	105	60	120	60	105	510	178.8	63			Illusion Fox Pokemon	0.875	0.125	Zorua	Field	
572	572	Minccino	Normal		Cute Charm	Technician	Skill Link	55	50	40	40	40	75	300	12.8	16			Chinchilla Pokemon	0.5	0.5		Field	
573	573	Cinccino	Normal		Cute Charm	Technician	Skill Link	75	95	60	65	60	115	470	16.5	20			Scarf Pokemon	0.5	0.5	Minccino	Field	
574	574	Gothita	Psychic		Frisk	Competitive	Shadow Tag	45	30	50	55	65	45	290	12.8	16			Fixation Pokemon	0.5	0.5		Human-Like	
575	575	Gothorita	Psychic		Frisk	Competitive	Shadow Tag	60	45	70	75	85	55	390	39.7	28			Manipulate Pokemon	0.5	0.5	Gothita	Human-Like	
576	576	Gothitelle	Psychic		Frisk	Competitive	Shadow Tag	70	55	95	95	110	65	490	97	59			Astral Body Pokemon	0.5	0.5	Gothorita	Human-Like	
577	577	Solosis	Psychic		Overcoat	Magic Guard	Regenerator	45	30	40	105	50	20	290	2.2	12			Cell Pokemon	0.5	0.5		Amorphous	
578	578	Duosion	Psychic		Overcoat	Magic Guard	Regenerator	65	40	50	125	60	30	370	17.6	24			Mitosis Pokemon	0.5	0.5	Solosis	Amorphous	
579	579	Reuniclus	Psychic		Overcoat	Magic Guard	Regenerator	110	65	75	125	85	30	490	44.3	39			Multiplying Pokemon	0.5	0.5	Duosion	Amorphous	
580	580	Ducklett	Water	Flying	Keen Eye	Big Pecks	Hydration	62	44	50	44	50	55	305	12.1	20			Water Bird Pokemon	0.5	0.5		Water 1	Flying
581	581	Swanna	Water	Flying	Keen Eye	Big Pecks	Hydration	75	87	63	87	63	98	473	53.4	51			White Bird Pokemon	0.5	0.5	Ducklett	Water 1	Flying
582	582	Vanillite	Ice		Ice Body	Snow Cloak	Weak Armor	36	50	50	65	60	44	305	12.6	16	'Born of an icicle, this Pokemon uses its frosty breath to make ice crystals, causing snow to fall.'	It feels pleasantly cool when embraced. This Pokemon is treasured by households in warm regions.	Fresh Snow Pokemon	0.5	0.5		Mineral	
583	583	Vanillish	Ice		Ice Body	Snow Cloak	Weak Armor	51	65	65	80	75	59	395	90.4	43	'Hot days cause its body to melt. It can be restored by refreezing it, but the process leaves its body slightly warped.'	'This Pokemon has existed since the Ice Age. It controls particles of ice, freezes its opponents, and then shatters them with a headbutt.'	Icy Snow Pokemon	0.5	0.5	Vanillite	Mineral	
584	584	Vanilluxe	Ice		Ice Body	Snow Warning	Weak Armor	71	95	85	110	95	79	535	126.8	51	'Each of its two heads has a brain, and when they are in agreement, it attacks its enemies by exhaling a violent blizzard.'	'Even if it loses one of its heads, it can live relatively problem-free. It makes snow clouds inside its body.'	Snowstorm Pokemon	0.5	0.5	Vanillish	Mineral	
585	585	Deerling	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	60	60	50	40	50	75	335	43	24			Season Pokemon	0.5	0.5		Field	
586	586	Sawsbuck	Normal	Grass	Chlorophyll	Sap Sipper	Serene Grace	80	100	70	60	70	95	475	203.9	75			Season Pokemon	0.5	0.5	Deerling	Field	
587	587	Emolga	Electric	Flying	Static		Motor Drive	55	75	60	75	60	103	428	11	16	'It glides using its cape-like membrane. Electrical energy scatters from it, shocking its friends and foes alike.'	It grills berries and bug Pokemon with electric shocks and makes a meal of them. It usually nests in the holes gouged in trees by Pikipek.	Sky Squirrel Pokemon	0.5	0.5		Field	
588	588	Karrablast	Bug		Swarm	Shed Skin	No Guard	50	75	45	40	45	60	315	13	20			Clamping Pokemon	0.5	0.5		Bug	
589	589	Escavalier	Bug	Steel	Swarm	Shell Armor	Overcoat	70	135	105	60	105	20	495	72.8	39			Cavalry Pokemon	0.5	0.5	Karrablast	Bug	
590	590	Foongus	Grass	Poison	Effect Spore		Regenerator	69	55	45	55	55	15	294	2.2	8			Mushroom Pokemon	0.5	0.5		Grass	
591	591	Amoonguss	Grass	Poison	Effect Spore		Regenerator	114	85	70	85	80	30	464	23.1	24			Mushroom Pokemon	0.5	0.5	Foongus	Grass	
592	592	Frillish	Water	Ghost	Water Absorb	Cursed Body	Damp	55	40	50	65	85	40	335	72.8	47			Floating Pokemon	0.5	0.5		Amorphous	
593	593	Jellicent	Water	Ghost	Water Absorb	Cursed Body	Damp	100	60	70	85	105	60	480	297.6	87			Floating Pokemon	0.5	0.5	Frillish	Amorphous	
594	594	Alomomola	Water		Healer	Hydration	Regenerator	165	75	80	40	45	65	470	69.7	47	It uses its special mucus to close the wounds of injured Pokemon. The reason for this behavior remains unknown.	They float upon the open sea. Many water Pokemon gather in the area around Alomomola.	Caring Pokemon	0.5	0.5		Water 1	Water 2
595	595	Joltik	Bug	Electric	Compound Eyes	Unnerve	Swarm	50	47	50	57	50	65	319	1.3	4			Attaching Pokemon	0.5	0.5		Bug	
596	596	Galvantula	Bug	Electric	Compound Eyes	Unnerve	Swarm	70	77	60	97	60	108	472	31.5	31			EleSpider Pokemon	0.5	0.5	Joltik	Bug	
597	597	Ferroseed	Grass	Steel	Iron Barbs			44	50	91	24	86	10	305	41.4	24			Thorn Seed Pokemon	0.5	0.5		Grass	Mineral
598	598	Ferrothorn	Grass	Steel	Iron Barbs		Anticipation	74	94	131	54	116	20	489	242.5	39			Thorn Pod Pokemon	0.5	0.5	Ferroseed	Grass	Mineral
599	599	Klink	Steel		Plus	Minus	Clear Body	40	55	70	45	60	30	300	46.3	12			Gear Pokemon	0.5	0.5		Mineral	
600	600	Klang	Steel		Plus	Minus	Clear Body	60	80	95	70	85	50	440	112.4	24			Gear Pokemon	0.5	0.5	Klink	Mineral	
601	601	Klinklang	Steel		Plus	Minus	Clear Body	60	100	115	70	85	90	520	178.6	24			Gear Pokemon	0.5	0.5	Klang	Mineral	
602	602	Tynamo	Electric		Levitate			35	55	40	45	40	60	275	0.7	8			EleFish Pokemon	0.5	0.5		Amorphous	
603	603	Eelektrik	Electric		Levitate			65	85	70	75	70	40	405	48.5	47			EleFish Pokemon	0.5	0.5	Tynamo	Amorphous	
604	604	Eelektross	Electric		Levitate			85	115	80	105	80	50	515	177.5	83			EleFish Pokemon	0.5	0.5	Eelektrik	Amorphous	
605	605	Elgyem	Psychic		Telepathy	Synchronize	Analytic	55	55	55	85	55	30	335	19.8	20			Cerebral Pokemon	0.5	0.5		Human-Like	
606	606	Beheeyem	Psychic		Telepathy	Synchronize	Analytic	75	75	75	125	95	40	485	76.1	39			Cerebral Pokemon	0.5	0.5	Elgyem	Human-Like	
607	607	Litwick	Ghost	Fire	Flash Fire	Flame Body	Infiltrator	50	30	55	65	55	20	275	6.8	12			Candle Pokemon	0.5	0.5		Amorphous	
608	608	Lampent	Ghost	Fire	Flash Fire	Flame Body	Infiltrator	60	40	60	95	60	55	370	28.7	24			Lamp Pokemon	0.5	0.5	Litwick	Amorphous	
609	609	Chandelure	Ghost	Fire	Flash Fire	Flame Body	Infiltrator	60	55	90	145	90	80	520	75.6	39			Luring Pokemon	0.5	0.5	Lampent	Amorphous	
610	610	Axew	Dragon		Rivalry	Mold Breaker	Unnerve	46	87	60	30	40	57	320	39.7	24			Tusk Pokemon	0.5	0.5		Monster	Dragon
611	611	Fraxure	Dragon		Rivalry	Mold Breaker	Unnerve	66	117	70	40	50	67	410	79.4	39			Axe Jaw Pokemon	0.5	0.5	Axew	Monster	Dragon
612	612	Haxorus	Dragon		Rivalry	Mold Breaker	Unnerve	76	147	90	60	70	97	540	232.6	71			Axe Jaw Pokemon	0.5	0.5	Fraxure	Monster	Dragon
613	613	Cubchoo	Ice		Snow Cloak	Slush Rush	Rattled	55	70	40	60	40	40	305	18.7	20			Chill Pokemon	0.5	0.5		Field	
614	614	Beartic	Ice		Snow Cloak	Slush Rush	Swift Swim	95	130	80	70	80	50	505	573.2	102			Freezing Pokemon	0.5	0.5	Cubchoo	Field	
615	615	Cryogonal	Ice		Levitate			80	50	50	95	135	105	515	326.3	43			Crystallizing Pokemon				Mineral	
616	616	Shelmet	Bug		Hydration	Shell Armor	Overcoat	50	40	85	40	65	25	305	17	16			Snail Pokemon	0.5	0.5		Bug	
617	617	Accelgor	Bug		Hydration	Sticky Hold	Unburden	80	70	40	100	60	145	495	55.8	31			Shell Out Pokemon	0.5	0.5	Shelmet	Bug	
618	618	Stunfisk	Ground	Electric	Static	Limber	Sand Veil	109	66	84	81	99	32	471	24.3	28			Trap Pokemon	0.5	0.5		Water 1	Amorphous
619	619	Mienfoo	Fighting		Inner Focus	Regenerator	Reckless	45	85	50	55	50	65	350	44.1	35			Martial Arts Pokemon	0.5	0.5		Field	Human-Like
620	620	Mienshao	Fighting		Inner Focus	Regenerator	Reckless	65	125	60	95	60	105	510	78.3	55			Martial Arts Pokemon	0.5	0.5	Mienfoo	Field	Human-Like
621	621	Druddigon	Dragon		Rough Skin	Sheer Force	Mold Breaker	77	120	90	60	90	48	485	306.4	63			Cave Pokemon	0.5	0.5		Dragon	Monster
622	622	Golett	Ground	Ghost	Iron Fist	Klutz	No Guard	59	74	50	35	50	35	303	202.8	39			Automaton Pokemon				Mineral	
623	623	Golurk	Ground	Ghost	Iron Fist	Klutz	No Guard	89	124	80	55	80	55	483	727.5	110			Automaton Pokemon			Golett	Mineral	
624	624	Pawniard	Dark	Steel	Defiant	Inner Focus	Pressure	45	85	70	40	40	60	340	22.5	20			Sharp Blade Pokemon	0.5	0.5		Human-Like	
625	625	Bisharp	Dark	Steel	Defiant	Inner Focus	Pressure	65	125	100	60	70	70	490	154.3	63			Sword Blade Pokemon	0.5	0.5	Pawniard	Human-Like	
626	626	Bouffalant	Normal		Reckless	Sap Sipper	Soundproof	95	110	95	40	95	55	490	208.6	63			Bash Buffalo Pokemon	0.5	0.5		Field	
627	627	Rufflet	Normal	Flying	Keen Eye	Sheer Force	Hustle	70	83	50	37	50	60	350	23.1	20	They pick fights indiscriminately. They grow stronger and more powerful each time they faint or are injured.	'With its sharp claws, this Pokemon pierces its prey, and then it pecks at them. Although it also consumes berries, it's a carnivore at heart.'	Eaglet Pokemon	1	0		Flying	
628	628	Braviary	Normal	Flying	Keen Eye	Sheer Force	Defiant	100	123	75	57	75	80	510	90.4	59	'With its brave disposition, it fears nothing—not even death. Ancient Alolan people respected it, referring to it as “the hero of the sky.”'	'It's thought that people disturbed their habitats in the past, so Braviary banded together to fight back.'	Valiant Pokemon	1	0	Rufflet	Flying	
629	629	Vullaby	Dark	Flying	Big Pecks	Overcoat	Weak Armor	70	55	75	45	65	60	370	19.8	20	'It protects its plump posterior with the bones of prey it has consumed. As it grows, it replaces the bones.'	'It can't fly yet and must wait until its wings have developed more. Since it's still at a playful age, it hops around friskily.'	Diapered Pokemon	0	1		Flying	
630	630	Mandibuzz	Dark	Flying	Big Pecks	Overcoat	Weak Armor	110	65	105	55	95	80	510	87.1	47	'They adorn themselves beautifully with bones. This is supposedly an effort to attract males, but no male Mandibuzz have ever been found.'	'It circles in the sky, keeping a keen eye out for Pokemon in a weakened state. Its choicest food is Cubone.'	Bone Vulture Pokemon	0	1	Vullaby	Flying	
631	631	Heatmor	Fire		Gluttony	Flash Fire	White Smoke	85	97	66	105	66	65	484	127.9	55			Anteater Pokemon	0.5	0.5		Field	
632	632	Durant	Bug	Steel	Swarm	Hustle	Truant	58	109	112	48	48	109	484	72.8	12			Iron Ant Pokemon	0.5	0.5		Bug	
633	633	Deino	Dark	Dragon	Hustle			52	65	50	45	50	38	300	38.1	31			Irate Pokemon	0.5	0.5		Dragon	
634	634	Zweilous	Dark	Dragon	Hustle			72	85	70	65	70	58	420	110.2	55			Hostile Pokemon	0.5	0.5	Deino	Dragon	
635	635	Hydreigon	Dark	Dragon	Levitate			92	105	90	125	90	98	600	352.7	71			Brutal Pokemon	0.5	0.5	Zweilous	Dragon	
636	636	Larvesta	Bug	Fire	Flame Body		Swarm	55	85	55	50	55	60	360	63.5	43			Torch Pokemon	0.5	0.5		Bug	
637	637	Volcarona	Bug	Fire	Flame Body		Swarm	85	60	65	135	105	100	550	101.4	63			Sun Pokemon	0.5	0.5	Larvesta	Bug	
638	638	Cobalion	Steel	Fighting	Justified			91	90	129	90	72	108	580	551.2	83			Iron Will Pokemon				Undiscovered	
639	639	Terrakion	Rock	Fighting	Justified			91	129	90	72	90	108	580	573.2	75			Cavern Pokemon				Undiscovered	
640	640	Virizion	Grass	Fighting	Justified			91	90	72	90	129	108	580	440.9	79			Grassland Pokemon				Undiscovered	
641	641	Tornadus	Flying		Prankster		Defiant	79	115	70	125	80	111	580	138.9	59			Cyclone Pokemon	1	0		Undiscovered	
642	642	Thundurus	Electric	Flying	Prankster		Defiant	79	115	70	125	80	111	580	134.5	59			Bolt Strike Pokemon	1	0		Undiscovered	
643	643	Reshiram	Dragon	Fire	Turboblaze			100	120	100	150	120	90	680	727.5	126			Vast White Pokemon				Undiscovered	
644	644	Zekrom	Dragon	Electric	Teravolt			100	150	120	120	100	90	680	760.6	114			Deep Black Pokemon				Undiscovered	
645	645	Landorus	Ground	Flying	Sand Force		Sheer Force	89	125	90	115	80	101	600	149.9	59			Abundance Pokemon	1	0		Undiscovered	
646	646	Kyurem	Dragon	Ice	Pressure			125	130	90	130	90	95	660	716.5	118			Boundary Pokemon				Undiscovered	
647	647	Keldeo	Water	Fighting	Justified			91	72	90	129	90	108	580	106.9	55			Colt Pokemon				Undiscovered	
648	648	Meloetta	Normal	Psychic	Serene Grace			100	77	77	128	128	90	600	14.3	24			Melody Pokemon				Undiscovered	
649	649	Genesect	Bug	Steel	Download			71	120	95	120	95	99	600	181.9	59			Paleozoic Pokemon				Undiscovered	
650	650	Chespin	Grass		Overgrow		Bulletproof	56	61	65	48	45	38	313	19.8	16			Spiny Nut Pokemon	0.875	0.125		Field	
651	651	Quilladin	Grass		Overgrow		Bulletproof	61	78	95	56	58	57	405	63.9	28			Spiny Armor Pokemon	0.875	0.125	Chespin	Field	
652	652	Chesnaught	Grass	Fighting	Overgrow		Bulletproof	88	107	122	74	75	64	530	198.4	63			Spiny Armor Pokemon	0.875	0.125	Quilladin	Field	
653	653	Fennekin	Fire		Blaze		Magician	40	45	40	62	60	60	307	20.7	16			Fox Pokemon	0.875	0.125		Field	
654	654	Braixen	Fire		Blaze		Magician	59	59	58	90	70	73	409	32	39			Fox Pokemon	0.875	0.125	Fennekin	Field	
655	655	Delphox	Fire	Psychic	Blaze		Magician	75	69	72	114	100	104	534	86	59			Fox Pokemon	0.875	0.125	Braixen	Field	
656	656	Froakie	Water		Torrent		Protean	41	56	40	62	44	71	314	15.4	12			Bubble Frog Pokemon	0.875	0.125		Water 1	
657	657	Frogadier	Water		Torrent		Protean	54	63	52	83	56	97	405	24	24			Bubble Frog Pokemon	0.875	0.125	Froakie	Water 1	
658	658	Greninja	Water	Dark	Torrent	Torrent	Protean	72	95	67	103	71	122	530	88.2	59			Ninja Pokemon	0.875	0.125	Frogadier	Water 1	
659	659	Bunnelby	Normal		Pickup	Cheek Pouch	Huge Power	38	36	38	32	36	57	237	11	16			Digging Pokemon	0.5	0.5		Field	
660	660	Diggersby	Normal	Ground	Pickup	Cheek Pouch	Huge Power	85	56	77	50	77	78	423	93.5	39			Digging Pokemon	0.5	0.5	Bunnelby	Field	
661	661	Fletchling	Normal	Flying	Big Pecks		Gale Wings	45	50	43	40	38	62	278	3.7	12	'This amiable Pokemon is easy to train. But when battle is joined, it shows its ferocious side.'	'When it's excited, its temperature can double, spiking hormone production in its body.'	Tiny Robin Pokemon	0.5	0.5		Flying	
662	662	Fletchinder	Fire	Flying	Flame Body		Gale Wings	62	73	55	56	52	84	382	35.3	28	'From its beak, it fires embers at its prey. Once it has caught them, it grills them at high heat before feasting upon them.'	'It will not tolerate other Fletchinder entering its territory, which has a radius of several miles.'	Ember Pokemon	0.5	0.5	Fletchling	Flying	
663	663	Talonflame	Fire	Flying	Flame Body		Gale Wings	78	81	71	74	69	126	499	54	47	Its favorite foods are Wingull and Pikipek. It attacks with a powerful kick and grasps them firmly in its talons.	'It zooms directly at its prey at flight speeds of close to 310 mph, while fiery embers scatter from gaps in its feathers.'	Scorching Pokemon	0.5	0.5	Fletchinder	Flying	
664	664	Scatterbug	Bug		Shield Dust	Compound Eyes	Friend Guard	38	35	40	27	25	35	200	5.5	12			Scatterdust Pokemon	0.5	0.5		Bug	
665	665	Spewpa	Bug		Shed Skin		Friend Guard	45	22	60	27	30	29	213	18.5	12			Scatterdust Pokemon	0.5	0.5	Scatterbug	Bug	
666	666	Vivillon	Bug	Flying	Shield Dust	Compound Eyes	Friend Guard	80	52	50	90	50	89	411	37.5	47			Scale Pokemon	0.5	0.5	Spewpa	Bug	
